"GEO_NAME","bg_id"
"Minneapolis","270531261011"
"Minneapolis","270530120015"
"Minneapolis","270531261013"
"Minneapolis","270531036003"
"Minneapolis","270531044003"
"Plymouth","270530265163"
"Minneapolis","270530006014"
"Minneapolis","270531067001"
"Minneapolis","270531070002"
"Brooklyn Center","270530202012"
"Minneapolis","270531049012"
"Hopkins","270530232022"
"Bloomington","270530256013"
"Minneapolis","270530059013"
"Minneapolis","270531040022"
"Minneapolis","270531048021"
"Brooklyn Park","270530268233"
"St. Louis Park","270530228022"
"St. Louis Park","270530229014"
"Richfield","270530241003"
"Minneapolis","270530120032"
"Richfield","270530244003"
"Edina","270530235014"
"Bloomington","270530251004"
"Minneapolis","270530085003"
"Brooklyn Park","270530268253"
"Eden Prairie","270530260241"
"Eden Prairie","270530260231"
"Eden Prairie","270530260282"
"Maple Grove","270530267222"
"St. Louis Park","270531225001"
"St. Louis Park","270531225002"
"Andover","270030502081"
"Andover","270030502221"
"Coon Rapids","270030507113"
"Columbia Heights","270030513042"
"Blaine","270030508163"
"East Bethel","270030501112"
"East Bethel","270030501113"
"Columbia Heights","270030514001"
"Blaine","270030508081"
"Lino Lakes","270030502331"
"Coon Rapids","270030507043"
"Fridley","270030512012"
"Blaine","270030508101"
"Fridley","270030511031"
"Coon Rapids","270030507112"
"Columbia Heights","270030513041"
"Linwood Twp.","270030516002"
"Coon Rapids","270030507121"
"Coon Rapids","270030507124"
"East Bethel","270030501091"
"Hugo","271630702041"
"Hugo","271630702042"
"Columbia Heights","270030514003"
"Fridley","270030511014"
"Andover","270030502202"
"Coon Rapids","270030507073"
"Columbia Heights","270030514004"
"East Bethel","270030501092"
"East Bethel","270030501093"
"East Bethel","270030501094"
"East Bethel","270030501102"
"East Bethel","270030501111"
"Scandia","271630702052"
"May Twp.","271630702063"
"Dellwood","271630703012"
"Grant","271630703012"
"White Bear Lake","271630703032"
"Mahtomedi","271630703032"
"St. Paul","271230301004"
"St. Paul","271230301005"
"St. Paul","271230302011"
"St. Paul","271230302021"
"St. Paul","271230302013"
"St. Paul","271230301003"
"St. Paul","271230302014"
"St. Paul","271230303001"
"St. Paul","271230303002"
"St. Paul","271230303003"
"Mahtomedi","271630703042"
"St. Paul","271230304001"
"St. Paul","271230304002"
"St. Paul","271230304003"
"St. Paul","271230305001"
"St. Paul","271230305003"
"St. Paul","271230306011"
"Mahtomedi","271630703043"
"Grant","271630704032"
"Grant","271630704033"
"Grant","271630704031"
"Stillwater Twp.","271630704041"
"Lake St. Croix Beach","271630711012"
"St. Marys Point","271630711012"
"Lake Elmo","271630704061"
"Lake Elmo","271630704062"
"Deephaven","270530274002"
"Deephaven","270530274003"
"Deephaven","270530274004"
"Tonka Bay","270530275011"
"Excelsior","270530275014"
"Shorewood","270530275032"
"Shorewood","270530275034"
"Shorewood","270530275033"
"Shorewood","270530275042"
"Mound","270530276011"
"Mound","270530276013"
"Mound","270530276021"
"Mound","270530276022"
"Mound","270530276024"
"Mound","270530276025"
"Minneapolis","270531036001"
"Minneapolis","270531036002"
"Minneapolis","270531037001"
"Minneapolis","270531039001"
"Mound","270530276026"
"Minneapolis","270531025001"
"Minneapolis","270531026001"
"Minneapolis","270531026002"
"Minneapolis","270531028001"
"Minneapolis","270531028002"
"Minneapolis","270531030001"
"Minneapolis","270531031001"
"Minneapolis","270531034001"
"Minneapolis","270531034002"
"Minneapolis","270531034003"
"Maple Grove","270530267131"
"Maple Grove","270530267132"
"Maple Grove","270530267133"
"Maple Grove","270530267134"
"Minneapolis","270531041002"
"Minneapolis","270531044001"
"Minneapolis","270531002002"
"Minneapolis","270531002001"
"Minneapolis","270531004003"
"Minneapolis","270531005001"
"Minneapolis","270531005002"
"Minneapolis","270531007002"
"Minneapolis","270531008004"
"Minneapolis","270531009001"
"Minneapolis","270531009002"
"Minneapolis","270531009003"
"Minneapolis","270531012001"
"Minneapolis","270531012004"
"Brooklyn Park","270530268071"
"Brooklyn Park","270530268075"
"Brooklyn Park","270530268091"
"Minneapolis","270531013001"
"Minneapolis","270531257001"
"Minneapolis","270531016001"
"Minneapolis","270531018001"
"Minneapolis","270531018002"
"Minneapolis","270531019001"
"Minneapolis","270531019002"
"Minneapolis","270531019003"
"Minneapolis","270531021001"
"Minneapolis","270531021002"
"Minneapolis","270531021003"
"Brooklyn Park","270530268112"
"Brooklyn Park","270530268113"
"Brooklyn Park","270530268141"
"Brooklyn Park","270530268142"
"Brooklyn Park","270530268143"
"Brooklyn Park","270530268144"
"Brooklyn Park","270530268145"
"Brooklyn Park","270530268151"
"Brooklyn Park","270530268152"
"Brooklyn Park","270530268153"
"Brooklyn Park","270530268161"
"Brooklyn Park","270530268162"
"Brooklyn Park","270530268165"
"Brooklyn Park","270530268181"
"Brooklyn Park","270530268182"
"Brooklyn Park","270530268221"
"Champlin","270530269032"
"Champlin","270530269033"
"Champlin","270530269061"
"Champlin","270530269062"
"Champlin","270530269063"
"Champlin","270530269072"
"Champlin","270530269081"
"Champlin","270530269082"
"Champlin","270530269083"
"Dayton","270530269102"
"Maple Plain","270530270021"
"Independence","270530270022"
"Independence","270530270023"
"Medina","270530271011"
"Medina","270530271012"
"Loretto","270530271013"
"Corcoran","270530271021"
"Corcoran","270530271023"
"Corcoran","270530271024"
"Long Lake","270530272021"
"Long Lake","270530272022"
"Orono","270530272032"
"Wayzata","270530273002"
"Wayzata","270530273004"
"Minneapolis","270531115005"
"Minneapolis","270531115003"
"Minneapolis","270531116001"
"Minneapolis","270531116002"
"Minneapolis","270531116003"
"Minneapolis","270531116004"
"Minneapolis","270531091003"
"Minneapolis","270531091004"
"Minneapolis","270531091005"
"Minneapolis","270531092002"
"Minneapolis","270531093002"
"Minneapolis","270531094001"
"Minneapolis","270531094002"
"Minneapolis","270531097001"
"Minneapolis","270531097002"
"Minneapolis","270531098001"
"Minneapolis","270531098003"
"Minneapolis","270531098004"
"Minneapolis","270531098005"
"Minneapolis","270531099002"
"Minneapolis","270531099004"
"Minneapolis","270531100001"
"Minneapolis","270531090002"
"Minneapolis","270531091001"
"Minneapolis","270531055001"
"Minneapolis","270531055004"
"Minneapolis","270531060001"
"Minneapolis","270531054001"
"Minneapolis","270531060002"
"Minneapolis","270531062002"
"Minneapolis","270531065003"
"Minneapolis","270531111002"
"Minneapolis","270531111004"
"Minneapolis","270531112001"
"Minneapolis","270531112002"
"Minneapolis","270531112003"
"Minneapolis","270531113001"
"Minneapolis","270531113002"
"Minneapolis","270531113003"
"Minneapolis","270531113005"
"Minneapolis","270531111003"
"Minneapolis","270531114001"
"Minneapolis","270531114002"
"Minneapolis","270531114003"
"Minneapolis","270531114004"
"Minneapolis","270531066001"
"Minneapolis","270531066002"
"Minneapolis","270531074001"
"Minneapolis","270531074002"
"Minneapolis","270531075002"
"Minneapolis","270531076001"
"Minneapolis","270531258001"
"Minneapolis","270531076002"
"Minneapolis","270531076003"
"Minneapolis","270531080001"
"Minneapolis","270531080002"
"Minneapolis","270531080003"
"Minneapolis","270531080004"
"Minneapolis","270531086001"
"Minneapolis","270531086002"
"Minneapolis","270531086003"
"Minneapolis","270531087003"
"Minneapolis","270531088001"
"Minneapolis","270531088002"
"Minneapolis","270531088003"
"Minneapolis","270531088004"
"Minneapolis","270531089001"
"Minneapolis","270531051002"
"Minneapolis","270531051003"
"Minneapolis","270531052041"
"Minneapolis","270531102004"
"Minneapolis","270531104001"
"Minneapolis","270531104002"
"Minneapolis","270531100002"
"Minneapolis","270531101001"
"Minneapolis","270531101003"
"Minneapolis","270531102002"
"Minneapolis","270531105003"
"Minneapolis","270531105004"
"Minneapolis","270531105005"
"Minneapolis","270531105001"
"Minneapolis","270531109003"
"Minneapolis","270531109001"
"Minneapolis","270531111001"
"Minneapolis","270531067002"
"Minneapolis","270531070001"
"Minneapolis","270531070003"
"Minneapolis","270531260001"
"Fridley","270030512062"
"Columbia Heights","270030513021"
"Columbia Heights","270030513022"
"Columbia Heights","270030513023"
"Columbia Heights","270030513051"
"Columbia Heights","270030513052"
"Hilltop","270030513053"
"Columbia Heights","270030514002"
"Columbia Heights","270030515011"
"Columbia Heights","270030515012"
"Columbia Heights","270030515021"
"Oak Grove","270030501154"
"Nowthen","270030501162"
"Andover","270030502082"
"Coon Rapids","270030507114"
"Coon Rapids","270030507122"
"Coon Rapids","270030507123"
"Blaine","270030508071"
"Blaine","270030508073"
"Columbus","270030502102"
"Columbus","270030502103"
"Columbus","270030502104"
"Ham Lake","270030502151"
"Coon Rapids","270030507061"
"Blaine","270030508162"
"Lexington","270030509011"
"Ham Lake","270030502162"
"Ham Lake","270030502163"
"Andover","270030502172"
"Andover","270030502182"
"Andover","270030502191"
"Fridley","270030511013"
"Fridley","270030511023"
"Fridley","270030511033"
"Fridley","270030512011"
"Fridley","270030512013"
"Fridley","270030512021"
"Fridley","270030512031"
"Fridley","270030512032"
"Minneapolis","270530059012"
"Minneapolis","270530059021"
"Minneapolis","270530059022"
"Minneapolis","270530068003"
"Minneapolis","270531259001"
"Minneapolis","270530077001"
"Minneapolis","270530077002"
"Minneapolis","270530078011"
"Minneapolis","270530078012"
"Minneapolis","270530081001"
"Minneapolis","270530081004"
"Minneapolis","270530082001"
"Minneapolis","270530082002"
"Minneapolis","270530082003"
"Minneapolis","270530083002"
"Minneapolis","270530084001"
"Andover","270030502192"
"Andover","270030502201"
"Minneapolis","270530095002"
"Minneapolis","270530095003"
"Minneapolis","270530096001"
"Minneapolis","270530096003"
"Minneapolis","270530096004"
"Minneapolis","270530085004"
"Minneapolis","270530106001"
"Minneapolis","270530106003"
"Minneapolis","270530107002"
"Minneapolis","270530107003"
"Minneapolis","270530110001"
"Minneapolis","270530110003"
"Minneapolis","270530117031"
"Andover","270030502204"
"Andover","270030502222"
"Andover","270030502223"
"Andover","270030502224"
"Coon Rapids","270030506062"
"Minneapolis","270530117032"
"Minneapolis","270530117034"
"Minneapolis","270530117035"
"Minneapolis","270530117041"
"Minneapolis","270530117042"
"Minneapolis","270530118001"
"Minneapolis","270530118002"
"Minneapolis","270530118004"
"Minneapolis","270530119981"
"Minneapolis","270530119985"
"Minneapolis","270530120012"
"Minneapolis","270530120036"
"Minneapolis","270530120031"
"Minneapolis","270530121012"
"Minneapolis","270530121013"
"Minneapolis","270530121022"
"St. Anthony","270530201011"
"St. Anthony","270530201012"
"St. Anthony","270530201013"
"St. Anthony","270530201022"
"Robbinsdale","270530211001"
"Robbinsdale","270530211002"
"Robbinsdale","270530212001"
"Ramsey","270030502241"
"Ramsey","270030502242"
"Robbinsdale","270530212002"
"Robbinsdale","270530212003"
"Robbinsdale","270530212004"
"Robbinsdale","270530213001"
"Robbinsdale","270530213002"
"Robbinsdale","270530213003"
"Robbinsdale","270530213004"
"Ramsey","270030502261"
"Coon Rapids","270030507062"
"Coon Rapids","270030507063"
"Coon Rapids","270030507091"
"Coon Rapids","270030507092"
"Coon Rapids","270030507101"
"Coon Rapids","270030507102"
"Coon Rapids","270030507104"
"Coon Rapids","270030507111"
"Brooklyn Center","270530203012"
"Brooklyn Center","270530203022"
"Brooklyn Center","270530203031"
"Brooklyn Center","270530203032"
"Brooklyn Center","270530203033"
"Brooklyn Center","270530203041"
"Brooklyn Center","270530203042"
"Brooklyn Center","270530203043"
"Brooklyn Center","270530204003"
"Brooklyn Center","270530205001"
"Robbinsdale","270530214003"
"New Hope","270530215011"
"New Hope","270530215012"
"New Hope","270530215013"
"New Hope","270530215021"
"New Hope","270530215022"
"New Hope","270530215023"
"New Hope","270530215031"
"New Hope","270530215033"
"Robbinsdale","270530214002"
"Ramsey","270030502281"
"Ramsey","270030502282"
"Lino Lakes","270030502291"
"Coon Rapids","270030506051"
"Coon Rapids","270030506052"
"Coon Rapids","270030506053"
"Lino Lakes","270030502361"
"Brooklyn Center","270530205002"
"Brooklyn Center","270530206001"
"Crystal","270530207001"
"Crystal","270530207002"
"Crystal","270530207003"
"Crystal","270530208012"
"Crystal","270530208041"
"Crystal","270530208043"
"Crystal","270530209021"
"Crystal","270530210011"
"Crystal","270530210012"
"Crystal","270530210014"
"Crystal","270530210021"
"Centerville","270030502321"
"Ham Lake","270030502341"
"Ham Lake","270030502342"
"Ham Lake","270030502351"
"Minneapolis","270531020001"
"Minneapolis","270531056002"
"Minneapolis","270531076004"
"Minneapolis","270531089003"
"Minneapolis","270531102001"
"Bloomington","270531255002"
"Minneapolis","270530001011"
"Minneapolis","270530001012"
"Minneapolis","270530001013"
